size,triangle_ops,cueq,torch
128,0.14259200543165207,0.29526399075984955,0.23491200059652328
192,0.18540800362825394,0.3405119925737381,0.5241120159626007
256,0.3168639987707138,0.5443840026855469,1.017471969127655
384,0.8325439989566803,1.3551360368728638,2.9641759395599365
512,1.8365119695663452,2.615407943725586,6.335247993469238
768,5.438256025314331,6.908783912658691,20.24390411376953
1024,11.793488025665283,15.10312032699585,45.197296142578125
1536,34.99081611633301,48.04080009460449,nan
2048,84.56043243408203,118.33502578735352,nan
