size,triangle_ops,cueq,torch
128,0.14179199934005737,0.35286401212215424,0.206447996199131
192,0.16040000319480896,0.36241599917411804,0.40638400614261627
256,0.19363199919462204,0.3744159936904907,0.736160010099411
384,0.3580479919910431,0.48071999847888947,1.7135200500488281
512,0.5612800121307373,0.6937119960784912,3.407296061515808
768,1.168336033821106,1.6617760062217712,12.058448314666748
1024,2.4159040451049805,2.951759934425354,23.065199851989746
1536,5.893712043762207,7.131216049194336,nan
2048,11.484943866729736,13.799920082092285,nan
