size,triangle_ops,cueq,torch
128,0.13868799805641174,0.35121600329875946,0.2072959989309311
192,0.15777599811553955,0.35230399668216705,0.40932799875736237
256,0.19566399604082108,0.36395201086997986,0.7395040094852448
384,0.3609119951725006,0.4822079986333847,1.7093119621276855
512,0.5665439963340759,0.7022240161895752,3.4161760807037354
768,1.3170239925384521,1.6421120166778564,12.055360317230225
1024,2.435536026954651,3.0739359855651855,23.120624542236328
1536,6.083423852920532,7.773920059204102,nan
2048,11.859071731567383,14.823264122009277,nan
